Employee_No,Employee_Code,Name,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Basic Salary_0
720,50009,Danial Hyatt,Female,1,Single,125,2018-05-14,0000-00-00,Inactive,2020-09-04,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993,34156.0
721,5057,Alexandro Marvin DDS,Male,1,Married,31,2020-02-03,2020-12-19,Inactive,2020-12-19,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,14080.0
724,4937,Clementine Lehner,Female,1,Married,22,2020-01-01,2021-07-31,Inactive,2021-07-31,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970,25000.0
726,4947,Ramiro Leffler,Male,1,Married,24,2020-02-07,0000-00-00,Inactive,2020-08-30,\N,Staff,Contarct Basis,Buddhist,Driver,1978,21053.5
728,4944,Dr Candelario Douglas Jr,Male,1,Married,22,2020-02-06,2021-05-10,Inactive,2021-05-10,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991,26811.5
729,169011,Miss Allison Tillman,Male,1,Married,124,2020-03-02,0000-00-00,Inactive,2020-06-24,\N,Labour,Contarct Basis,Buddhist,Mason,1964,10548.623333333333
730,3878,Katarina Wintheiser,Male,5,Single,27,2018-04-18,0000-00-00,Inactive,2020-12-31,\N,Staff,Contarct Basis,Muslim,Supervisor,1993,20237.333333333332
731,4400,Letha Gleason,Male,1,Single,51,2018-11-12,2021-03-22,Inactive,2021-03-22,\N,Staff,Contarct Basis,Buddhist,Helper - JCB,2000,30859.5
733,4431,Katrina Effertz,Male,1,Married,80,2019-01-01,0000-00-00,Inactive,2020-07-18,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1985,28214.0
734,4771,Dorcas Wuckert,Male,3,Married,33,2019-06-12,0000-00-00,Inactive,2021-02-25,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987,62465.5
735,4952,Miss Chanelle Corkery I,Male,3,Single,36,2020-02-24,2021-07-17,Inactive,2021-07-17,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1991,30000.0
736,1073,Benjamin Cronin,Male,1,Married,8,2010-06-07,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987,26600.0
737,4925,Herminia Feest,Male,1,Married,64,2019-11-26,0000-00-00,Inactive,2020-09-15,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976,29673.5
738,194050,Shakira Wiegand,Male,1,Married,1,2021-01-01,2021-09-30,Inactive,2021-09-30,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1978,15400.0
739,4709,Jadyn Lang,Male,1,Married,31,2019-04-02,2021-09-02,Inactive,2021-09-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,18560.0
740,4710,Dr Jackie Schumm I,Male,1,Married,31,2019-04-02,2021-03-24,Inactive,2021-03-24,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,12000.0
741,70006,Precious Kemmer,Male,1,Single,31,2020-06-01,2022-06-28,Inactive,2022-06-28,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,15360.0
742,194054,Josie Gutkowski,Male,1,Married,31,2020-12-26,2021-02-27,Inactive,2021-02-27,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,7500.0
743,194055,Prof Bertha Emard Sr,Male,1,Married,31,2020-12-15,2021-02-25,Inactive,2021-02-25,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,6500.0
744,194028,Shanny Kohler MD,Male,1,Married,1,2020-09-07,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1975,6050.0
747,2924,Craig Gutmann,Male,1,Single,7,2017-02-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1994,18600.0
749,75099,Miss Frances Barton IV,Male,1,Married,135,2019-10-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Wacher,1951,0.0
750,75231,Dallin Feeney,Male,1,Married,37,2019-12-08,0000-00-00,Inactive,2020-08-31,\N,Labour,Contarct Basis,Buddhist,Driver-Tractor,1958,7856.65
751,194001,Kristina Bahringer,Male,1,Married,43,2020-01-04,0000-00-00,Inactive,2020-04-24,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1978,8814.334254385964
752,194003,Mr German Spinka DDS,Male,1,Single,31,2020-02-05,0000-00-00,Inactive,2020-03-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,9197.85
753,661,Dr Marco Casper,Male,1,Married,102,2007-05-14,0000-00-00,Inactive,2020-02-28,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,1963,40496.5
754,4437,Herman Cronin,Male,1,Single,31,2019-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,7040.0
755,4622,Lorine Grimes,Male,1,Married,31,2019-02-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,10880.0
756,182001,Adah Tromp,Male,3,Married,123,2020-01-01,0000-00-00,Inactive,2020-03-21,\N,Labour,Contarct Basis,Hindu,Carpenter,1987,11615.158333333333
757,5013,Lisa Jaskolski,Male,1,Married,123,2020-07-01,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Carpenter,1987,39600.0
758,182004,Leon Trantow,Female,1,Married,29,2020-02-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Cook,1987,0.0
760,179022,Myrtle Hammes,Male,1,Married,30,2020-12-07,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1967,16640.0
761,4974,Vanessa Tremblay IV,Male,1,Single,38,2020-06-01,2022-05-17,Inactive,2022-05-17,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1993,13440.0
762,70028,Hulda Leannon III,Male,1,Married,134,2019-07-01,2020-12-19,Inactive,2020-12-19,\N,Labour,Contarct Basis,Buddhist,Caretaker,1952,0.0
764,75232,Nelson Considine,Male,1,Single,31,2019-12-28,0000-00-00,Inactive,2020-03-19,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,10455.466666666667
765,75233,Prof Garret Blanda I,Male,1,Single,31,2019-12-28,0000-00-00,Inactive,2020-03-19,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,10455.466666666667
767,5022,Sierra Marks,Male,1,Married,31,2020-01-22,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,12868.743150183149
770,191001,Elenor Nitzsche,Male,1,Married,31,2020-02-12,0000-00-00,Inactive,2020-07-21,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964,13846.526666666665
772,3977,Theron Nader,Male,3,Single,31,2020-01-01,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1993,17280.0
776,75008,Ms Trisha Barrows DVM,Male,1,Single,55,2019-10-28,2020-12-12,Inactive,2020-12-12,\N,Labour,Contarct Basis,Buddhist,Fitter,1997,13750.0
777,196039,Evert Christiansen,Male,1,Single,31,2020-08-14,0000-00-00,Inactive,2020-09-22,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,8189.95
778,4989,Rosina Feil DVM,Male,1,Married,31,2020-06-01,2022-06-08,Inactive,2022-06-08,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,15680.0
780,75230,Jean Stanton,Male,1,Single,31,2019-12-20,0000-00-00,Inactive,2020-09-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,6037.7
781,3980,Janessa Powlowski,Male,4,Married,31,2019-01-01,2022-03-20,Inactive,2022-03-20,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1990,12800.0
782,5288,Dr Amara Leffler,Male,4,Single,31,2020-03-11,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,2000,13251.226666666666
783,4187,Kassandra Gerlach,Male,3,Single,31,2019-01-01,2022-01-09,Inactive,2022-01-09,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2000,8960.0
784,4189,Dale Kuhn,Male,3,Married,31,2019-01-01,2021-05-31,Inactive,2021-05-31,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1954,14720.0
785,4277,Dr Garth Gerlach,Male,3,Married,31,2019-01-01,0000-00-00,Inactive,2020-03-07,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1972,8499.154194743332
788,4291,Mr Garrett Bernier,Male,4,Married,31,2019-01-01,2021-05-31,Inactive,2021-05-31,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1961,5440.0
789,4372,Alexandrea Cormier V,Male,3,Single,31,2019-01-01,0000-00-00,Inactive,2020-03-06,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996,8499.154194743332
791,4593,Porter Renner,Male,4,Single,31,2019-02-01,0000-00-00,Inactive,2021-02-28,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,2000,10880.0
794,70036,Jennyfer Waelchi III,Male,4,Married,31,2019-07-01,0000-00-00,Inactive,2019-12-31,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966,8370.275
796,4805,Gustave Balistreri Sr,Male,3,Single,31,2019-06-01,0000-00-00,Inactive,2020-07-31,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995,11247.799398379399
798,4443,Wilfrid Smitham,Male,1,Married,31,2018-12-15,2021-08-20,Inactive,2021-08-20,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,8960.0
799,4444,Gage Deckow III,Male,1,Married,31,2019-01-01,0000-00-00,Inactive,2020-07-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,8499.154194743332
801,4506,Amber Mitchell,Male,1,Single,31,2019-09-01,2021-09-21,Inactive,2021-09-21,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,17920.0
802,4786,Dr Cristal Collier Jr,Male,1,Married,1,2019-06-01,0000-00-00,Inactive,2020-07-26,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1980,3450.0
803,75112,Mozell Cremin,Male,1,Married,31,2019-10-27,0000-00-00,Inactive,2020-05-21,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,12598.886666666665
805,5171,Dave DuBuque DDS,Male,1,Married,31,2021-02-01,2021-04-22,Inactive,2021-04-22,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,10250.0
806,5172,Pinkie Harber,Male,1,Single,31,2021-02-01,2021-04-22,Inactive,2021-04-22,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,7750.0
808,4972,Katelyn Mitchell,Male,3,Single,122,2020-06-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Security,1985,14080.0
809,4973,Libbie Price PhD,Male,3,Married,31,2019-07-01,2022-10-09,Inactive,2022-10-09,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1978,19840.0
810,5140,Elza Bode,Male,3,Married,31,2019-07-01,2021-08-20,Inactive,2021-08-20,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1960,2500.0
811,70021,Miss Libby Dibbert,Male,4,Married,31,2019-07-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966,2000.0
812,70022,Sarina Weber,Male,4,Married,1,2019-07-01,0000-00-00,Inactive,2020-06-13,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1992,5337.225714285713
813,199061,Sherwood Padberg,Male,1,Married,30,2020-12-10,2021-12-24,Inactive,2021-12-24,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1975,35200.0
814,70041,Dr Noble Bruen,Male,3,Married,122,2019-07-01,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Hindu,Security,1981,0.0
816,5143,Connie Murazik,Male,3,Single,31,2019-08-01,2021-08-21,Inactive,2021-08-21,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1998,2500.0
817,199042,Gerda Hoppe,Male,3,Single,30,2019-10-18,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1998,17050.0
823,5068,Nolan Mann,Male,3,Married,31,2020-02-11,2020-12-25,Inactive,2020-12-25,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1972,10560.0
825,195010,Prof Jayden Vandervort PhD,Male,3,Married,31,2020-02-13,0000-00-00,Inactive,2020-03-08,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1975,13618.46
826,195011,Miss Fabiola Morissette,Male,4,Single,31,2020-02-11,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1996,19200.0
827,70152,Lowell Lang,Male,3,Married,30,2019-09-06,0000-00-00,Inactive,2020-05-18,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1987,7503.85
828,4980,Abigayle Deckow,Male,3,Married,31,2020-06-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1981,19200.0
829,75186,Lexie Wunsch,Male,3,Married,122,2019-11-06,2022-01-31,Inactive,2022-01-31,\N,Labour,Contarct Basis,Hindu,Security,1981,0.0
830,199011,Kiley Deckow,Male,3,Single,122,2020-02-10,2022-06-30,Inactive,2022-06-30,\N,Labour,Contarct Basis,Hindu,Security,1991,0.0
832,4795,Bella Rosenbaum,Male,1,Married,55,2019-01-06,2022-02-19,Inactive,2022-02-19,\N,Labour,Contarct Basis,Buddhist,Fitter,1970,7935.0
837,189003,Lauren Cassin,Male,1,Single,31,2020-01-13,0000-00-00,Inactive,2020-06-03,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,13709.74
838,189037,Chloe Hammes III,Male,1,Married,31,2020-06-10,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,6250.0
839,5059,Elwin Luettgen,Male,1,Married,31,2020-02-21,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,7680.0
841,3293,Evangeline Cummings,Male,4,Married,31,2019-01-01,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1972,14720.0
845,199001,Della Tremblay,Male,3,Single,31,2020-01-02,0000-00-00,Inactive,2020-05-31,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1993,5423.488421052632
848,200013,Joannie Shields,Male,1,Married,1,2020-12-03,2022-03-21,Inactive,2022-03-21,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1987,13800.0
850,70073,Jewell Bogisich,Male,1,Single,30,2019-08-01,0000-00-00,Inactive,2020-03-31,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1993,8363.21738095238
852,70147,Amos Cremin IV,Male,4,Married,122,2019-09-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Catholic,Security,1973,0.0
853,70149,Raymundo Ortiz,Male,3,Married,30,2019-09-05,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1982,7200.0
854,5162,Prof Sandrine Kulas,Male,4,Married,38,2021-02-01,2022-08-30,Inactive,2022-08-30,\N,Labour,Contarct Basis,Catholic,Office Assistant,1987,0.0
855,75253,Rebecca Kuvalis III,Male,3,Single,31,2019-12-01,0000-00-00,Inactive,2020-05-19,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1993,12574.3
858,75258,Dr Jadon Rempel,Male,3,Married,122,2019-12-25,2022-10-31,Inactive,2022-10-31,\N,Labour,Contarct Basis,Hindu,Security,1949,0.0
859,75259,Kaylin Aufderhar IV,Male,3,Single,122,2019-12-29,2022-08-31,Inactive,2022-08-31,\N,Labour,Contarct Basis,Hindu,Security,1995,0.0
860,5039,Layne Bins MD,Male,1,Single,30,2020-01-11,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966,12420.0
861,199003,Charlene Harris,Male,1,Married,1,2020-01-12,0000-00-00,Inactive,2020-03-31,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1966,14458.0
863,199005,Mortimer Walter,Male,1,Married,30,2020-01-26,0000-00-00,Inactive,2020-03-31,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1987,13261.312063492061
864,199006,Maya King,Male,3,Single,122,2020-01-30,2021-04-24,Inactive,2021-04-24,\N,Labour,Contarct Basis,Hindu,Security,1991,0.0
866,199008,Chanelle Konopelski,Male,4,Single,122,2020-02-01,2022-07-06,Inactive,2022-07-06,\N,Labour,Contarct Basis,Catholic,Security,1991,0.0
867,199009,Irwin Treutel,Male,3,Married,122,2020-02-01,0000-00-00,Inactive,2020-05-30,\N,Labour,Contarct Basis,Hindu,Security,1981,8132.891666666666
869,199013,Dr Milford Gerlach Sr,Male,3,Single,122,2020-02-11,2021-11-30,Inactive,2021-11-30,\N,Labour,Contarct Basis,Hindu,Security,1991,0.0
870,199014,Louvenia Gerlach,Male,3,Married,30,2020-02-13,0000-00-00,Inactive,2020-03-31,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1987,13485.061666666668
871,5080,Prof Royal Koelpin,Male,3,Single,38,2020-02-15,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Hindu,Office Assistant,1993,7360.0
872,4976,Antonetta Littel,Female,1,Married,134,2020-06-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Caretaker,1987,16000.0
873,70096,Prof Nicolas Cronin,Male,1,Married,31,2019-09-24,0000-00-00,Inactive,2020-06-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,9807.3
875,5144,Prof Marie Sporer Sr,Male,1,Married,31,2019-09-23,2021-07-26,Inactive,2021-07-26,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,9000.0
877,70110,Margie Tremblay,Male,1,Single,31,2019-09-10,2020-11-26,Inactive,2020-11-26,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,10500.0
878,5148,Dennis Miller,Male,1,Married,31,2019-09-09,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,10000.0
879,70129,Dean Strosin,Male,1,Married,29,2019-09-02,2021-03-21,Inactive,2021-03-21,\N,Labour,Contarct Basis,Buddhist,Cook,1979,0.0
880,75031,Constance McClure,Male,1,Married,135,2019-10-06,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Wacher,1963,0.0
882,75032,Miss Judy Carroll III,Male,1,Married,135,2019-10-08,2022-04-22,Inactive,2022-04-22,\N,Labour,Contarct Basis,Buddhist,Wacher,1960,0.0
886,75246,Mr Gaston Wintheiser,Male,1,Married,31,2019-12-13,2020-12-20,Inactive,2020-12-20,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,6500.0
889,4997,Danika Collier,Male,1,Married,31,2020-06-01,0000-00-00,Inactive,2021-06-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,16976.46968142968
890,5226,Mr Schuyler Fritsch Jr,Male,1,Married,31,2021-03-01,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,9500.0
891,5029,Alyce Littel,Male,1,Married,31,2020-01-23,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,15360.0
892,197004,Mr Christ Schinner,Male,1,Married,31,2020-01-28,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,10337.517984237984
894,5030,Dr Destany Rempel,Male,1,Married,31,2020-01-28,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,10880.0
895,5031,Eric Luettgen,Male,1,Married,31,2020-01-28,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,10240.0
896,5032,Jed Hermann MD,Male,1,Married,31,2020-01-28,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,12800.0
897,5033,Sonia Stoltenberg I,Male,1,Married,31,2020-01-28,2021-01-28,Inactive,2021-01-28,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,11520.0
898,5034,Dean Kohler,Male,1,Married,31,2020-01-28,2021-01-29,Inactive,2021-01-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,5760.0
899,5035,Alysa Schimmel,Male,1,Married,31,2020-01-28,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,10337.517984237984
900,5036,Gussie Beahan MD,Male,1,Married,31,2020-01-28,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,10880.0
901,197013,Mrs Heloise Kovacek,Male,1,Married,31,2020-01-28,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,10337.517984237984
902,5071,Ms Elta Hoeger III,Male,1,Married,31,2020-02-19,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,10880.0
905,5076,Isabelle Turner,Male,1,Married,31,2020-02-21,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,15360.0
906,5072,Dave Bernhard,Male,1,Married,31,2020-02-19,2022-03-02,Inactive,2022-03-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,12800.0
907,197020,Kacie Rippin PhD,Male,1,Married,134,2020-02-05,2021-03-31,Inactive,2021-03-31,\N,Labour,Contarct Basis,Buddhist,Caretaker,1987,0.0
908,4975,Prof Oswaldo Collins,Male,1,Married,30,2020-06-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1984,16000.0
910,4979,Sheila Toy,Male,1,Married,31,2020-06-01,2021-01-07,Inactive,2021-01-07,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,16640.0
918,4984,Kameron Hilpert,Male,1,Married,31,2020-06-01,2021-10-30,Inactive,2021-10-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,19840.0
921,4985,Mrs Meagan Jenkins,Male,1,Married,1,2020-06-01,2022-04-06,Inactive,2022-04-06,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1982,8960.0
923,1885,Ms Margarita Vandervort IV,Male,1,Married,7,2014-02-20,2021-08-31,Inactive,2021-08-31,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1970,22650.0
924,3881,Eliezer Schaden,Male,5,Single,33,2018-05-08,0000-00-00,Inactive,2020-06-22,\N,Staff,Contarct Basis,Muslim,Site Engineer,1993,48894.5
925,4531,Flo Nienow,Male,5,Married,22,2019-02-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Muslim,Technical Officer,1977,25000.0
926,198047,Mrs Kiarra Hickle,Male,1,Married,55,2020-08-24,0000-00-00,Inactive,2020-09-30,\N,Labour,Contarct Basis,Buddhist,Fitter,1977,8123.166666666666
928,183008,Kevin Dooley,Male,1,Married,31,2020-01-02,0000-00-00,Inactive,2020-07-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,0.0
929,4039,Prof Esther Bradtke MD,Male,1,Married,31,2019-01-01,0000-00-00,Inactive,2020-09-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,8499.154194743332
930,4170,Prof Cody Monahan,Male,1,Single,1,2019-01-01,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1996,14785.726153846153
932,4565,Prof Oscar Shields,Male,1,Married,31,2019-01-01,2021-04-09,Inactive,2021-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,5760.0
933,4693,Ferne Beier V,Male,1,Married,31,2019-04-03,2021-04-09,Inactive,2021-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,6080.0
934,4474,Mr Keshawn DuBuque,Male,1,Married,31,2019-01-01,2021-04-09,Inactive,2021-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,1280.0
939,70030,Rasheed Abshire,Male,1,Married,31,2019-07-01,0000-00-00,Inactive,2020-03-06,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,8370.275
940,4950,Mr Michael Cassin,Male,1,Single,70,2020-02-17,0000-00-00,Inactive,2020-08-17,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1997,23863.0
941,4951,Hardy Casper,Female,1,Single,2,2020-02-12,2022-07-31,Inactive,2022-07-31,\N,Staff,Contarct Basis,Buddhist,Secretary,1993,23500.0
942,4953,Lilliana Wisozk,Male,1,Single,48,2020-02-24,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994,20000.0
943,4954,Mr Cameron McCullough,Male,1,Single,88,2020-03-02,2021-04-27,Inactive,2021-04-27,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1997,46196.0
944,4955,Louie Hackett,Male,1,Single,48,2020-03-02,0000-00-00,Inactive,2020-08-31,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993,28448.0
945,4956,Ernest Effertz,Male,1,Married,6,2020-02-24,0000-00-00,Active,0000-00-00,945,Staff,Contarct Basis,Buddhist,Project Manager,1964,80000.0
947,4959,Edmond Schulist,Male,1,Married,107,2020-03-06,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1962,40000.0
948,4960,Genevieve Hahn,Male,1,Single,8,2020-03-16,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,35000.0
949,4948,Sunny Heller,Male,1,Married,8,2020-02-12,0000-00-00,Inactive,2020-09-21,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,31054.0
950,4961,Isai Jacobson IV,Male,1,Single,7,2020-05-11,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1987,20000.0
951,3872,Maybell Okuneva,Male,1,Single,27,2018-04-01,2020-12-31,Inactive,2020-12-31,\N,Staff,Contarct Basis,Buddhist,Supervisor,1995,24451.666666666664
952,50022,Benjamin Willms,Male,1,Married,120,2020-05-18,0000-00-00,Inactive,2020-10-08,\N,Management,Contarct Basis,Buddhist,HR Manager,1956,10413.0
953,2722,Orland Hansen,Male,1,Married,29,2019-01-01,0000-00-00,Inactive,2020-09-24,\N,Labour,Contarct Basis,Buddhist,Cook,1987,14963.72891805731
958,75016,Mariana Borer,Male,1,Married,1,2019-10-08,0000-00-00,Inactive,2020-06-17,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1987,6761.4
959,5157,Ellis Mayer,Male,1,Married,1,2021-02-01,2021-04-29,Inactive,2021-04-29,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1984,10450.0
961,75023,Cecile Jacobson,Male,1,Married,31,2019-10-08,0000-00-00,Inactive,2020-03-11,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,10151.9
962,5158,Krystal Dietrich,Male,1,Married,31,2021-02-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,8500.0
965,75028,Mr Connor Hauck,Male,1,Married,31,2019-10-25,0000-00-00,Inactive,2020-06-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,15355.06
