Employee_No,Employee_Code,Name,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Basic Salary_0
1445,5125,Clarabelle Lemke II,Male,1,Married,17,2021-01-15,2021-01-19,Inactive,2021-01-19,\N,Staff,Contarct Basis,Buddhist,Account Executive,1986,29598.0
1446,5126,Mrs Celestine Cartwright IV,Male,3,Married,22,2021-01-15,2021-12-31,Inactive,2021-12-31,\N,Staff,Contarct Basis,Hindu,Technical Officer,1989,30000.0
1538,5135,Estel Hahn,Male,1,Married,6,2021-01-25,2022-02-28,Inactive,2022-02-28,\N,Staff,Contarct Basis,Buddhist,Project Manager,1964,100000.0
1539,51008,Reagan Marquardt,Male,1,Single,153,2021-02-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Store Labour,1994,0.0
1543,5137,Dr Alexie Simonis,Male,1,Single,17,2021-02-05,2021-07-31,Inactive,2021-07-31,\N,Staff,Contarct Basis,Buddhist,Account Executive,1994,30000.0
1619,5154,Erin Grimes,Male,3,Married,36,2021-02-20,2021-06-22,Inactive,2021-06-22,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994,43990.0
1625,5153,Ava Okuneva,Male,1,Married,66,2021-02-16,2021-08-15,Inactive,2021-08-15,\N,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975,0.0
1629,5155,Zola Lind Jr,Male,1,Married,78,2021-03-11,2021-07-21,Inactive,2021-07-21,\N,Management,Contarct Basis,Buddhist,Assistant Accountant,1990,0.0
1630,5207,Dr Sid Rutherford,Male,3,Married,7,2021-03-12,2022-04-01,Inactive,2022-04-01,\N,Staff,Contarct Basis,Hindu,Store Keeper,1996,25000.0
1636,179028,Christy Gleichner,Male,1,Single,122,2021-02-04,2022-06-30,Inactive,2022-06-30,\N,Labour,Contarct Basis,Buddhist,Security,1980,36000.0
1637,189051,Devin Osinski,Male,1,Married,55,2021-02-01,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Fitter,1997,55000.0
1644,179030,Wyman Bashirian,Male,1,Married,134,2021-03-12,2022-04-19,Inactive,2022-04-19,\N,Labour,Contarct Basis,Buddhist,Caretaker,1952,10000.0
1657,5208,Marques Prohaska,Male,1,Married,48,2021-03-22,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1978,65000.0
1683,5211,Prof Nona Mante,Male,1,Married,108,2021-04-02,2022-06-25,Inactive,2022-06-25,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1987,60000.0
1685,5212,Vita Lind MD,Male,1,Married,22,2021-04-05,0000-00-00,Active,0000-00-00,2631,Staff,Contarct Basis,Buddhist,Technical Officer,1987,30000.0
1715,5253,Lamont Leffler,Male,1,Single,104,2021-04-19,2021-08-25,Inactive,2021-08-25,\N,Management,Contarct Basis,Buddhist,Accountant,1989,0.0
1716,5254,Angeline Turcotte,Male,1,Single,9,2021-04-19,2021-08-12,Inactive,2021-08-12,\N,Staff,Contarct Basis,Buddhist,Assistance QS,1995,28000.0
1738,198100,Ms Eugenia Yost V,Male,1,Married,1,2021-04-24,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1964,30750.0
1739,5256,Lukas Walter,Male,1,Married,162,2021-04-20,2021-12-10,Inactive,2021-12-10,1739,Management,Contarct Basis,Buddhist,Chief Project Officer,1970,0.0
1740,5258,Treva Hoppe,Male,1,Married,163,2021-04-27,2021-08-19,Inactive,2021-08-19,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1975,0.0
1741,5259,Mrs Mallie Torp IV,Female,1,Single,161,2021-04-27,2021-08-31,Inactive,2021-08-31,\N,Staff,Contarct Basis,Buddhist,QS Contract,1992,30000.0
1760,5275,Prof Maxine Becker II,Male,1,Married,27,2021-05-11,2022-01-31,Inactive,2022-01-31,\N,Staff,Contarct Basis,Buddhist,Supervisor,1969,27500.0
1761,5276,Murphy O'Hara,Male,1,Married,27,2021-05-11,0000-00-00,Inactive,2021-08-14,\N,Staff,Contarct Basis,Buddhist,Supervisor,1963,27500.0
1771,198110,Mr Cesar Powlowski II,Male,1,Married,31,2021-05-14,2022-11-21,Inactive,2022-11-21,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,23100.0
1772,200033,Nels Schulist,Male,3,Married,30,2021-05-03,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1954,37500.0
1773,200034,Fidel Muller,Male,3,Married,30,2021-05-05,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1992,33000.0
1784,196113,Carol Mertz MD,Male,1,Married,43,2021-05-18,2022-03-12,Inactive,2022-03-12,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1980,10000.0
1800,5278,Prof Bethel Lemke,Male,5,Married,8,2021-05-17,2022-12-17,Inactive,2022-12-17,\N,Staff,Contarct Basis,Muslim,Quantity Surveyor,1993,35000.0
1803,200021,Duncan Waters,Male,3,Married,122,2021-02-06,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Security,1981,17050.0
1804,200022,Miss Jeanne Schoen,Male,3,Married,122,2021-02-06,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Security,1981,17050.0
1814,1795001,Dr Ryann Feest PhD,Male,1,Married,122,2021-05-21,2022-07-26,Inactive,2022-07-26,\N,Labour,Contarct Basis,Buddhist,Security,1978,8400.0
1815,1795002,Myriam Buckridge,Male,1,Married,122,2021-05-21,2022-11-28,Inactive,2022-11-28,\N,Labour,Contarct Basis,Buddhist,Security,1979,7000.0
1816,1795003,Emelie Langworth,Male,1,Married,24,2021-05-13,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Driver,1968,15600.0
1820,198112,Miss Libbie Reinger,Male,1,Married,122,2021-05-24,2022-05-06,Inactive,2022-05-06,\N,Labour,Contarct Basis,Buddhist,Security,1992,11200.0
1822,193141,Jodie Satterfield,Male,1,Married,55,2021-06-02,2022-03-26,Inactive,2022-03-26,\N,Labour,Contarct Basis,Buddhist,Fitter,1975,47500.0
1825,193144,Antonetta Wyman,Male,1,Married,31,2021-06-02,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959,30000.0
1827,1795005,Dr Serena Trantow,Male,1,Married,31,2021-06-01,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,41400.0
1833,179033,Ms Delores Towne DDS,Male,1,Married,29,2021-06-01,2022-07-23,Inactive,2022-07-23,\N,Labour,Contarct Basis,Buddhist,Cook,1987,26000.0
1834,5279,Adonis Trantow MD,Male,3,Married,33,2021-06-05,2022-01-17,Inactive,2022-01-17,1834,Staff,Contarct Basis,Hindu,Site Engineer,1994,50000.0
1844,1795014,Jefferey Torp,Male,1,Married,31,2021-06-10,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,30600.0
1846,1795016,Mr Erik Bruen PhD,Male,1,Married,4,2021-06-10,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1958,30600.0
1849,193146,Elissa Krajcik,Male,1,Married,31,2021-06-08,2022-04-11,Inactive,2022-04-11,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,18000.0
1850,1795018,Donnie Bergstrom,Male,1,Married,31,2021-06-14,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,25200.0
1852,1795020,Marina Reichert III,Male,1,Married,124,2021-06-14,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Mason,1977,35000.0
1854,1795022,Chesley Morissette,Male,1,Married,124,2021-06-14,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Mason,1969,35000.0
1855,1795023,Mrs Sally Spencer,Male,1,Married,31,2021-06-15,2022-04-11,Inactive,2022-04-11,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,25200.0
1857,196115,Prof Christop West IV,Male,1,Single,31,2021-06-01,2022-02-15,Inactive,2022-02-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,28600.0
1860,196118,Dixie Gleason,Male,1,Single,31,2021-06-02,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,28600.0
1861,196119,Mrs Emely Oberbrunner DVM,Male,1,Single,31,2021-06-02,2022-01-03,Inactive,2022-01-03,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,31200.0
1862,196120,Prof Viola Swaniawski,Male,1,Married,31,2021-06-02,2022-06-16,Inactive,2022-06-16,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,29250.0
1863,196121,Rollin Okuneva,Male,1,Married,31,2021-06-03,2022-06-17,Inactive,2022-06-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,27950.0
1865,196123,Stephania Greenholt,Male,1,Married,31,2021-06-03,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,27300.0
1867,196125,Vanessa Wuckert,Male,1,Married,31,2021-06-05,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,23400.0
1873,196131,Gust Pagac,Male,1,Married,30,2021-06-14,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998,22400.0
1874,196132,Hulda Wolf,Male,1,Single,31,2021-06-14,2022-02-23,Inactive,2022-02-23,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,12350.0
1878,196136,Miss Viola Collins DDS,Male,1,Married,55,2021-06-14,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Fitter,1998,26000.0
1881,196138,Rhett Haley,Male,1,Married,31,2021-06-15,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,16900.0
1886,1795024,Braxton Volkman,Male,1,Married,31,2021-06-18,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,18000.0
1890,1795026,Clotilde Boyer III,Male,3,Married,31,2021-06-21,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1978,7200.0
1892,193145,Lelah Williamson,Male,1,Married,31,2021-06-04,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,28500.0
1899,193156,Mr Lon Hackett,Male,1,Married,80,2021-06-15,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Driver - cab,1965,9000.0
1902,193159,Miss Clara Hessel I,Male,1,Married,31,2021-06-17,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965,15000.0
1903,193160,Ms Nellie Bruen Jr,Male,1,Married,55,2021-06-18,2022-06-04,Inactive,2022-06-04,\N,Labour,Contarct Basis,Buddhist,Fitter,1961,20000.0
1904,193161,Estella Heidenreich Jr,Female,1,Married,31,2021-06-23,2022-03-16,Inactive,2022-03-16,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,9900.0
1906,193162,Emmitt Kling,Male,1,Married,31,2021-06-07,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,19500.0
1909,193164,Adan Schimmel,Male,1,Married,31,2021-06-02,2022-03-31,Inactive,2022-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,30000.0
1916,1795033,Miss Etha Hudson Sr,Male,1,Married,31,2021-06-30,2022-03-26,Inactive,2022-03-26,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,3600.0
1917,1795034,Sage Lebsack,Male,1,Married,31,2021-06-28,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,5400.0
1918,5285,Alverta Bode,Male,1,Married,90,2021-06-18,2022-02-28,Inactive,2022-02-28,\N,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1990,60000.0
1920,1795036,Cordelia Vandervort IV,Male,1,Married,124,2021-06-28,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Mason,1974,7500.0
1926,179034,Kayley Bosco,Male,1,Married,31,2021-07-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959,10000.0
1931,5286,Micheal Reichel,Male,1,Married,33,2021-06-29,0000-00-00,Active,0000-00-00,1964,Staff,Contarct Basis,Buddhist,Site Engineer,1994,50000.0
1932,193171,Blake Jast,Male,1,Married,124,2021-07-02,2022-03-31,Inactive,2022-03-31,\N,Labour,Contarct Basis,Buddhist,Mason,1969,4950.0
1935,1795040,Dolores Kerluke,Male,1,Single,31,2021-07-05,2022-03-29,Inactive,2022-03-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,13120.0
1936,196139,Golda Bogan,Male,1,Married,24,2021-07-01,2022-02-26,Inactive,2022-02-26,\N,Labour,Contarct Basis,Buddhist,Driver,1988,1100.0
1938,193168,Garrett Stiedemann,Male,1,Married,124,2021-06-01,2022-06-04,Inactive,2022-06-04,\N,Labour,Contarct Basis,Buddhist,Mason,1987,57500.0
1941,196141,Miss Melyssa Moore DVM,Male,1,Single,31,2021-07-08,2022-02-23,Inactive,2022-02-23,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,4675.0
1947,179037,Daphne Harris,Female,1,Single,125,2021-07-12,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Data Colector,1998,3250.0
1952,50037,Dahlia Mueller,Male,1,Married,167,2021-04-01,2022-06-30,Inactive,2022-06-30,\N,Management,Contarct Basis,Buddhist,IT Consultant,1993,0.0
1954,1795042,Shanel Kris DVM,Male,1,Married,31,2021-07-14,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954,8960.0
1955,179039,Yesenia Dickens Jr,Male,1,Single,139,2021-07-15,2022-04-21,Inactive,2022-04-21,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1995,10250.0
1957,5300,Zella Macejkovic,Female,1,Single,112,2021-07-15,2022-11-30,Inactive,2022-11-30,\N,Staff,Contarct Basis,Buddhist,Data Entry Executive,1998,15000.0
1959,5302,Claud Nolan,Male,1,Married,49,2021-07-14,0000-00-00,Active,0000-00-00,545,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1991,25000.0
1960,5303,Dejah Prosacco,Male,1,Married,24,2021-07-07,2021-10-01,Inactive,2021-10-01,\N,Staff,Contarct Basis,Buddhist,Driver,1975,20000.0
1961,5304,Terrence Weimann,Male,5,Single,89,2021-07-12,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Muslim,Planning Engineer,1994,75000.0
1962,5305,Mrs Theresia Stokes DVM,Male,1,Married,7,2021-07-16,2021-07-21,Inactive,2021-07-21,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1979,0.0
1964,5307,Jamison Feest,Male,1,Married,6,2021-07-16,0000-00-00,Active,0000-00-00,1964,Staff,Contarct Basis,Buddhist,Project Manager,1986,100000.0
1965,1795043,Samantha Wolff,Male,1,Married,31,2021-07-19,2022-02-08,Inactive,2022-02-08,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,5760.0
1967,5309,Erling Upton,Male,1,Married,7,2021-07-19,2021-07-21,Inactive,2021-07-21,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1969,0.0
1969,5311,Elmira Gleason,Male,1,Single,158,2021-07-20,2021-12-21,Inactive,2021-12-21,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1994,20000.0
1970,1795044,Isac Marvin Jr,Male,1,Married,31,2021-07-19,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,6400.0
1975,198121,Mariam Lindgren,Male,1,Married,31,2021-07-01,2022-06-10,Inactive,2022-06-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,19320.0
1976,5312,Mr Rodrick Bartell,Male,1,Single,49,2021-07-26,2021-12-04,Inactive,2021-12-04,545,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1996,20000.0
1985,5315,Stephania Conn,Male,3,Single,36,2021-07-28,2021-12-07,Inactive,2021-12-07,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994,30000.0
1987,1795049,Arlie Ruecker Sr,Male,1,Married,31,2021-07-30,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,640.0
1988,189065,Dr Nadia Tillman IV,Male,1,Married,43,2021-07-29,2022-02-21,Inactive,2022-02-21,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1994,20010.0
1993,1795050,Mrs Shaniya Swaniawski,Male,5,Married,124,2021-08-02,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Muslim,Mason,1980,11000.0
1996,179040,Dianna Quigley,Female,1,Single,125,2021-07-30,2022-05-09,Inactive,2022-05-09,\N,Labour,Contarct Basis,Buddhist,Data Colector,1993,4000.0
1998,179041,Alfredo Pfeffer,Female,1,Single,125,2021-08-02,2022-04-22,Inactive,2022-04-22,\N,Labour,Contarct Basis,Buddhist,Data Colector,1993,3105.0
2000,5317,Mable Langworth,Male,1,Married,78,2021-08-02,2021-12-09,Inactive,2021-12-09,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1987,50000.0
2001,5318,Marianne Hessel,Male,1,Single,33,2021-08-02,2021-08-03,Inactive,2021-08-03,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993,0.0
2002,5319,Gerry Kshlerin,Male,1,Single,36,2021-08-02,2022-01-21,Inactive,2022-01-21,545,Staff,Contarct Basis,Buddhist,Engineer Assistant,1991,31000.0
2006,201001,Berta Davis,Male,1,Married,31,2021-07-30,2022-11-15,Inactive,2022-11-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,15400.0
2007,1795051,Norene Sipes,Male,1,Married,31,2021-08-03,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,10500.0
2009,5320,Jeffry Hansen,Male,1,Single,54,2021-07-28,2021-11-11,Inactive,2021-11-11,\N,Staff,Contarct Basis,Buddhist,Lab Technician,1991,29500.0
2010,5321,Malinda Ritchie,Male,1,Single,36,2021-08-05,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1995,31000.0
2013,201005,Dr Neal Zemlak,Female,1,Married,25,2021-08-02,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Document Controller,1987,11385.0
2016,201008,Edison Mills,Male,3,Single,31,2021-08-08,2022-02-25,Inactive,2022-02-25,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1997,19200.0
2017,5322,Ms Rowena Mayert IV,Male,1,Married,6,2021-08-09,0000-00-00,Active,0000-00-00,2017,Staff,Contarct Basis,Buddhist,Project Manager,1967,100000.0
2018,5323,Miss Rita Considine PhD,Male,1,Single,22,2021-08-09,2021-08-13,Inactive,2021-08-13,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996,25782.5
2019,5324,Uriah Nienow,Male,1,Married,22,2021-08-09,0000-00-00,Active,0000-00-00,673,Staff,Contarct Basis,Buddhist,Technical Officer,1990,26000.0
2020,1795052,Arnulfo Kuphal,Male,5,Married,31,2021-08-10,2022-05-19,Inactive,2022-05-19,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1964,8500.0
2023,1795054,Drake Hamill,Male,1,Married,31,2021-08-11,2022-05-05,Inactive,2022-05-05,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,8000.0
2024,1795055,Miss Savanah Moore Sr,Male,1,Married,31,2021-08-11,2022-02-07,Inactive,2022-02-07,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,5500.0
2027,5325,Jaquelin Kohler,Female,1,Single,170,2021-08-11,2022-07-14,Inactive,2022-07-14,\N,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,1996,37500.0
2031,195033,Mr Shaun Mante Jr,Male,3,Married,29,2021-08-13,2021-10-23,Inactive,2021-10-23,\N,Labour,Contarct Basis,Hindu,Cook,1985,19200.0
2033,1795058,Clarissa Goodwin,Male,1,Married,124,2021-08-13,2022-04-05,Inactive,2022-04-05,\N,Labour,Contarct Basis,Buddhist,Mason,1996,7150.0
2034,1795059,Bridgette Halvorson,Male,1,Married,124,2021-08-13,2022-05-05,Inactive,2022-05-05,\N,Labour,Contarct Basis,Buddhist,Mason,1990,7150.0
2036,5326,Mckenzie Bruen,Male,1,Married,168,2021-08-17,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Planning Executive,1982,65000.0
2040,5327,Norma Hartmann MD,Male,1,Married,158,2021-08-19,2022-04-30,Inactive,2022-04-30,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1995,30000.0
2043,193176,Ms Pearlie Hettinger Sr,Male,1,Single,31,2021-08-17,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,11680.0
2044,1795062,Mireille Bergnaum,Male,1,Married,124,2021-08-20,2022-05-09,Inactive,2022-05-09,\N,Labour,Contarct Basis,Buddhist,Mason,1963,3850.0
2045,1795063,Allene Larson,Male,1,Married,124,2021-08-20,2022-06-06,Inactive,2022-06-06,\N,Labour,Contarct Basis,Buddhist,Mason,1968,4950.0
2048,1795065,Prof Patrick Kohler,Male,1,Married,31,2021-08-21,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,4000.0
2049,1795066,Prof Lonie O'Hara,Male,1,Single,31,2021-08-21,2022-05-09,Inactive,2022-05-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,3000.0
2050,1795067,Laverne Hudson,Male,1,Married,124,2021-08-21,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Mason,1975,4950.0
2053,1795070,Rachelle Kling,Male,1,Married,31,2021-08-21,2022-11-30,Inactive,2022-11-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,5000.0
2054,1795071,Mrs Stacy Larson,Male,1,Married,31,2021-08-23,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,4000.0
2057,1795074,Estell Bins MD,Male,1,Married,31,2021-08-23,2022-05-07,Inactive,2022-05-07,\N,Labour,Permanant,Buddhist,Unskilled Labor,1978,3000.0
2059,1795076,Miss Eden Runolfsson,Male,1,Married,124,2021-08-23,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Mason,1955,2750.0
2060,1795077,Meredith Kuhic PhD,Male,1,Married,124,2021-08-23,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Mason,1975,4950.0
2062,1795079,Erica Barton,Male,1,Married,31,2021-08-23,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,3500.0
2063,5329,Prof Freda Eichmann,Male,1,Married,22,2021-08-23,2022-04-30,Inactive,2022-04-30,2064,Staff,Contarct Basis,Buddhist,Technical Officer,1994,26000.0
2065,204001,Jerrell Witting,Male,1,Married,122,2021-08-20,2022-03-16,Inactive,2022-03-16,\N,Labour,Contarct Basis,Buddhist,Security,1978,0.0
2068,204004,Prof Dusty Purdy Sr,Male,1,Single,129,2021-08-20,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1997,11200.0
2070,204006,Ms Rafaela Johns MD,Female,1,Married,31,2021-08-21,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,11520.0
2073,1795080,Oceane Krajcik I,Male,1,Married,124,2021-08-25,2022-05-07,Inactive,2022-05-07,\N,Labour,Contarct Basis,Buddhist,Mason,1955,3300.0
2079,196144,Floyd Brown,Male,1,Married,24,2021-08-17,2022-03-22,Inactive,2022-03-22,\N,Labour,Contarct Basis,Buddhist,Driver,1976,14490.0
2080,196145,Prof Alaina Wolf,Male,1,Single,31,2021-08-20,2022-01-20,Inactive,2022-01-20,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,8960.0
2085,196146,Prof Geoffrey Weber IV,Male,1,Married,24,2021-08-26,2022-02-10,Inactive,2022-02-10,\N,Labour,Contarct Basis,Buddhist,Driver,1986,9280.0
2086,196147,Libby Rice,Male,1,Married,24,2021-08-26,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Driver,1977,7360.0
2088,51018,Eugene Windler,Male,1,Single,56,2021-08-31,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Helper,2002,0.0
2089,195034,Prof Carmelo Adams,Male,3,Single,31,2021-08-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002,17280.0
2093,193177,Adonis Runolfsdottir,Male,1,Married,31,2021-08-25,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,1100.0
2094,5333,Noelia Cremin,Male,1,Married,22,2021-08-31,0000-00-00,Active,0000-00-00,673,Staff,Contarct Basis,Buddhist,Technical Officer,1989,26000.0
2096,193178,Hilma Bartell,Male,1,Married,31,2021-08-13,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,1280.0
2097,195035,Cortez Bartoletti,Male,3,Single,31,2021-08-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002,18560.0
2101,1795090,Daron Bahringer,Male,1,Single,124,2021-09-01,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Mason,1993,14300.0
2102,1795091,Jalyn Maggio,Male,1,Married,31,2021-09-01,2022-03-31,Inactive,2022-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,12500.0
2105,1795094,Treva Powlowski,Male,1,Single,31,2021-09-01,2022-03-29,Inactive,2022-03-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,10500.0
2106,1795095,Prof Braxton Bode DVM,Male,1,Single,31,2021-09-02,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,12000.0
2107,5334,Isadore Kirlin,Male,1,Married,78,2021-09-01,2022-05-06,Inactive,2022-05-06,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1985,0.0
2110,5337,Etha Wolf,Male,1,Married,83,2021-09-01,2021-12-18,Inactive,2021-12-18,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1993,40000.0
2111,5338,Prof Clay Buckridge,Male,1,Single,33,2021-09-01,2021-12-27,Inactive,2021-12-27,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994,60000.0
2112,5339,Deja Durgan,Male,1,Married,22,2021-09-01,2021-10-01,Inactive,2021-10-01,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986,19243.333333333336
2116,1795098,Samanta Williamson,Male,1,Married,124,2021-09-06,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Mason,1991,11000.0
